ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000253335	RP11-420B22.1	8	18846789	18858462	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	7.572e-06	rs4332151	7
ENSG00000270255	RP11-420B22.2	8	18859137	18859460	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	7.572e-06	rs4332151	7
ENSG00000253557	RP11-1080G15.1	8	18942502	19116979	-1	lincRNA	100128993	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs4332151	7
ENSG00000254242	RP11-1080G15.2	8	18949243	18972534	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	7.572e-06	rs4332151	7
ENSG00000250316	RP11-618M23.1	8	19095247	19099422	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs4332151	7
ENSG00000254201	RP11-618M23.2	8	19103860	19106750	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs4332151	7
ENSG00000253280	RP11-618M23.4	8	19111751	19114844	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs4332151	7
ENSG00000104611	SH2D4A	8	19171128	19253729	1	protein_coding	63898	SH2D4A	1.53114480649588e-18	-0.083318155	20	5.023	85	2.6224e-10	0	eQTLcatalogue/HipSci_ge_iPSC:eQTLcatalogue/TwinsUK_ge_fat:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_NoSVA_cis:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Pancreas:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Thyroid:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Pancreas:GTEx/v7/Thyroid:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Testis	-	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	1.173e-05	rs4332151	7
ENSG00000147408	CSGALNACT1	8	19261672	19615540	-1	protein_coding	55790	CSGALNACT1	6.87751081149391e-05	0.406270981	572	22.1	504	0	0	TIGER/Nom_Alonso_Pancreatic_islets:EyeGEx:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_LCL:eQTLcatalogue/TwinsUK_ge_skin:PsychENCODE_eQTLs:DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/FCTX:BRAINEAC/PUTM:BRAINEAC/SNIG:BRAINEAC/aveALL:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Kidney_Cortex:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Adipose_Visceral_Omentum:GTEx/v7/Artery_Tibial:GTEx/v7/Brain_Amygdala:GTEx/v7/Brain_Anterior_cingulate_cortex_BA24:GTEx/v7/Brain_Caudate_basal_ganglia:GTEx/v7/Brain_Cerebellar_Hemisphere:GTEx/v7/Brain_Cerebellum:GTEx/v7/Brain_Cortex:GTEx/v7/Brain_Frontal_Cortex_BA9:GTEx/v7/Brain_Hippocampus:GTEx/v7/Brain_Hypothalamus:GTEx/v7/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v7/Brain_Putamen_basal_ganglia:GTEx/v7/Brain_Spinal_cord_cervical_c-1:GTEx/v7/Breast_Mammary_Tissue:GTEx/v7/Colon_Sigmoid:GTEx/v7/Colon_Transverse:GTEx/v7/Esophagus_Gastroesophageal_Junction:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Esophagus_Muscularis:GTEx/v7/Heart_Atrial_Appendage:GTEx/v7/Heart_Left_Ventricle:GTEx/v7/Muscle_Skeletal:GTEx/v7/Nerve_Tibial:GTEx/v7/Pancreas:GTEx/v7/Pituitary:GTEx/v7/Prostate:GTEx/v7/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Small_Intestine_Terminal_Ileum:GTEx/v7/Spleen:GTEx/v7/Stomach:GTEx/v7/Testis:GTEx/v7/Thyroid:GTEx/v6/Adipose_Subcutaneous:GTEx/v6/Adipose_Visceral_Omentum:GTEx/v6/Brain_Anterior_cingulate_cortex_BA24:GTEx/v6/Brain_Caudate_basal_ganglia:GTEx/v6/Brain_Cortex:GTEx/v6/Brain_Frontal_Cortex_BA9:GTEx/v6/Brain_Hippocampus:GTEx/v6/Brain_Hypothalamus:GTEx/v6/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v6/Brain_Putamen_basal_ganglia:GTEx/v6/Breast_Mammary_Tissue:GTEx/v6/Colon_Sigmoid:GTEx/v6/Colon_Transverse:GTEx/v6/Esophagus_Gastroesophageal_Junction:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Esophagus_Muscularis:GTEx/v6/Heart_Atrial_Appendage:GTEx/v6/Muscle_Skeletal:GTEx/v6/Nerve_Tibial:GTEx/v6/Pancreas:GTEx/v6/Pituitary:GTEx/v6/Prostate:GTEx/v6/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v6/Skin_Sun_Exposed_Lower_leg:GTEx/v6/Small_Intestine_Terminal_Ileum:GTEx/v6/Spleen:GTEx/v6/Stomach:GTEx/v6/Testis:GTEx/v6/Thyroid	-	Yes	Promoter_anchored_loops:EP_correlation_organ_oneway:Adult_Cortex:Fetal_Cortex:Aorta:Bladder:Left_Ventricle:Liver:Lung:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.572e-06	rs4332151	7
ENSG00000253270	RP11-1105O14.1	8	19536083	19546445	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	EP_correlation_organ_oneway:Adult_Cortex:Fetal_Cortex:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.572e-06	rs4332151	7
ENSG00000104613	INTS10	8	19674651	19709594	1	protein_coding	55174	INTS10	0.984216594645776	NA	0	0	42	9.5864e-17	0	eQTLGen_cis_eQTLs	+	Yes	Aorta:Left_Ventricle:Liver:Spleen:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.572e-06	rs4332151	7
ENSG00000175445	LPL	8	19759228	19824769	1	protein_coding	4023	LPL	3.33727737763241e-06	1.047176611	0	0	101	1.8869e-12	0	eQTLGen_cis_eQTLs	-	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.173e-05	rs4332151	7
ENSG00000253775	AC100802.3	8	19936816	19975953	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.173e-05	rs4332151	7
ENSG00000242709	RPL30P9	8	19970854	19971183	-1	pseudogene	NA	RPL30P9	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	7.572e-06	rs4332151	7
ENSG00000036565	SLC18A1	8	20002366	20040717	-1	protein_coding	6570	SLC18A1	1.8888318573672e-14	0.247527783	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.173e-05	rs4332151	7
ENSG00000147416	ATP6V1B2	8	20054878	20084330	1	protein_coding	526	ATP6V1B2	0.991448562707497	-0.741850309	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.173e-05	rs4332151	7
ENSG00000061337	LZTS1	8	20103676	20161474	-1	protein_coding	11178	LZTS1	0.525971472516105	0.734388626	0	0	0	NA	NA	NA	NA	Yes	IMR90	1.836e-05	rs4332151	7
ENSG00000147443	DOK2	8	21766384	21771371	-1	protein_coding	9046	DOK2	2.33626639170304e-06	0.269055848	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90	0.000132	rs4332151	7
ENSG00000130227	XPO7	8	21777180	21864096	1	protein_coding	23039	XPO7	0.999999311353521	-0.565357214	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90	0.000132	rs4332151	7
ENSG00000168481	LGI3	8	22004338	22014597	-1	protein_coding	203190	LGI3	1.94564245688285e-05	0.389304678	0	0	0	NA	NA	NA	NA	Yes	IMR90	1.173e-05	rs4332151	7
ENSG00000168484	SFTPC	8	22014426	22021992	1	protein_coding	6440	SFTPC	0.0684488020229368	0.841111005	0	0	0	NA	NA	NA	NA	Yes	IMR90	1.173e-05	rs4332151	7
ENSG00000168487	BMP1	8	22022249	22069839	1	protein_coding	649	BMP1	0.868760693373601	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	1.173e-05	rs4332151	7
ENSG00000177725	AC105206.1	8	22026851	22029223	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	1.173e-05	rs4332151	7
ENSG00000107611	CUBN	10	16865963	17171830	-1	protein_coding	8029	CUBN	3.03432572949695e-28	-0.411312068	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Mesenchymal_Stem_Cell	NA	rs55829750	8
ENSG00000273153	RP11-406H21.2	10	17179335	17179584	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Mesenchymal_Stem_Cell	NA	rs55829750	8
ENSG00000107614	TRDMT1	10	17184253	17244053	-1	protein_coding	1787	TRDMT1	1.67244828325926e-06	0.7953312	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs55829750	8
ENSG00000229124	VIM-AS1	10	17256238	17271984	-1	antisense	100507347	VIM-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs55829750	8
ENSG00000026025	VIM	10	17270258	17279592	1	protein_coding	7431	VIM	0.959386089206453	0.389167303	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs55829750	8
ENSG00000234961	RP11-124N14.3	10	17275324	17276832	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs55829750	8
ENSG00000148488	ST8SIA6	10	17360382	17496329	-1	protein_coding	338596	ST8SIA6	2.70748990652578e-08	0.520921374	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell	NA	rs55829750	8
ENSG00000236582	PRPF38AP2	10	17619361	17620211	1	pseudogene	NA	PRPF38AP2	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs55829750	8
ENSG00000260589	RP11-390B4.5	10	17683283	17685877	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	hESC	NA	rs55829750	8
ENSG00000136738	STAM	10	17686124	17757913	1	protein_coding	8027	STAM	0.902578080850864	0.025607504	0	0	0	NA	NA	NA	NA	Yes	hESC	NA	rs55829750	8
ENSG00000148482	SLC39A12	10	18240768	18332221	1	protein_coding	221074	SLC39A12	0.000292985871332697	0.126473059	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs55829750	8
ENSG00000226083	SLC39A12-AS1	10	18290715	18299491	-1	antisense	100129213	SLC39A12-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs55829750	8
ENSG00000165995	CACNB2	10	18429606	18830798	1	protein_coding	783	CACNB2	0.00182033784193924	-0.04239392	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs55829750	8
ENSG00000235020	RP11-109I13.2	10	18523097	18550123	-1	processed_transcript	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs55829750	8
ENSG00000240291	RP11-499P20.2	10	18802044	18834580	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000225527	RP11-383B4.4	10	18820778	18822265	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000241058	NSUN6	10	18834490	18940551	-1	protein_coding	221078	NSUN6	1.72775122895768e-14	-0.298655594	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000271786	RP11-139J15.7	10	18931405	18944123	-1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000152487	ARL5B-AS1	10	18940195	18948214	-1	lincRNA	NA	ARL5B-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000165997	ARL5B	10	18948334	18970568	1	protein_coding	221079	ARL5B	0.463976138130045	0.319437506	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000225509	AIFM1P1	10	19024674	19027560	1	pseudogene	NA	AIFM1P1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000234244	RP11-139J15.5	10	19035362	19036782	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000234813	RP11-288D15.1	10	19229430	19229882	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.665e-06	rs55829750	8
ENSG00000226255	UBE2V2P1	10	19340384	19341099	1	pseudogene	NA	UBE2V2P1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesendoderm:hESC	NA	rs55829750	8
ENSG00000204740	MALRD1	10	19492779	20079330	1	protein_coding	NA	MALRD1	NA	NA	4	9.345	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000227734	RP11-49L2.1	10	19579152	19580409	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000239539	HMGN1P20	10	19778030	19778329	1	pseudogene	NA	HMGN1P20	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000236960	RP11-265G8.3	10	19780001	19780228	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000200545	U3	10	19887176	19887391	1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000252001	RNA5SP303	10	19922612	19922741	-1	rRNA	NA	RNA5SP303	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000233968	RP11-354E11.2	10	19999257	20017479	-1	antisense	101928834	NA	NA	NA	0	0	3	0.000185148	0.0143377113244583	PsychENCODE_eQTLs	-	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.665e-06	rs55829750	8
ENSG00000230818	MTND2P16	10	20036752	20037550	1	pseudogene	NA	MTND2P16	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.665e-06	rs55829750	8
ENSG00000212072	AL353147.1	10	20072486	20072589	-1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000252832	RNU6-1212P	10	20081927	20082030	-1	snRNA	NA	RNU6-1212P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000120594	PLXDC2	10	20105168	20578785	1	protein_coding	84898	PLXDC2	0.613047816780497	-0.361772589	5	4.017	178	6.07182e-07	0.00259364	GTEx/v8/Colon_Sigmoid	+	Yes	Adult_Cortex:Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000238246	RP11-575A19.2	10	20359734	20380713	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000228339	AMD1P1	10	20638978	20640029	1	pseudogene	NA	AMD1P1	NA	NA	1	0.07	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000270727	RP11-51E20.1	10	20836100	20836351	1	pseudogene	NA	NA	NA	NA	13	12.52	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs55829750	8
ENSG00000265372	MIR4675	10	20840899	20840975	1	miRNA	100616383	MIR4675	NA	NA	14	11.52	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000078114	NEBL	10	21068902	21463116	-1	protein_coding	10529	NEBL	5.76983793061894e-24	-0.148103405	1	0.053	5	1.0051e-09	1.30864359091801e-05	eQTLGen_cis_eQTLs	+	Yes	Left_Ventricle:Right_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.000277	rs55829750	8
ENSG00000235940	MTND1P21	10	21093222	21093506	1	pseudogene	NA	MTND1P21	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000230112	RP11-56H7.2	10	21130304	21130489	1	pseudogene	NA	NA	NA	NA	0	0	2	0.000142	0.0114516129032258	TIGER/Nom_Alonso_Pancreatic_islets	+	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.665e-06	rs55829750	8
ENSG00000228753	EIF4BP2	10	21317928	21319721	1	pseudogene	NA	EIF4BP2	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs55829750	8
ENSG00000228219	NPM1P30	10	21399611	21402317	1	pseudogene	NA	NPM1P30	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs55829750	8
ENSG00000204683	C10orf113	10	21414692	21435488	-1	protein_coding	387638	C10orf113	0.00753778234040987	-0.171514	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs55829750	8
ENSG00000231920	NEBL-AS1	10	21462943	21463977	1	antisense	100128511	NEBL-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Right_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs55829750	8
ENSG00000228860	RP11-565H13.3	10	21506820	21507208	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs55829750	8
ENSG00000232853	LUZP4P1	10	21536681	21537024	1	pseudogene	NA	LUZP4P1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs55829750	8
ENSG00000207264	RNU6-15P	10	21610890	21610996	1	snRNA	100302741	RNU6-15P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs55829750	8
ENSG00000230109	RP11-275N1.1	10	21629162	21661879	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:hESC	NA	rs55829750	8
ENSG00000231553	RNMTL1P1	10	21682962	21683521	1	pseudogene	NA	RNMTL1P1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	NA	rs55829750	8
ENSG00000199222	Y_RNA	10	21770645	21770746	1	misc_RNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs55829750	8
ENSG00000251749	U3	10	21774567	21774666	1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs55829750	8
ENSG00000204682	CASC10	10	21781587	21786191	-1	protein_coding	399726	CASC10	0.02005486166772	-1.904040172	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs55829750	8
ENSG00000222071	MIR1915	10	21785491	21785570	-1	miRNA	100302129	MIR1915	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs55829750	8
ENSG00000180592	SKIDA1	10	21802407	21814611	-1	protein_coding	387640	SKIDA1	NA	-1.174748692	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm	NA	rs55829750	8
ENSG00000078403	MLLT10	10	21823094	22032559	1	protein_coding	8028	MLLT10	0.999583699307582	-0.518307189	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm	NA	rs55829750	8
ENSG00000207347	RNU6-306P	10	21853400	21853506	-1	snRNA	NA	RNU6-306P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs55829750	8
ENSG00000223984	HNRNPRP1	10	21913521	21915215	-1	pseudogene	NA	HNRNPRP1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs55829750	8
